No,drawtime,returntime,from,to,min,distance
SPB-05166,2019-05-01 14:51,2019-05-01 15:08,1984,1986,16,1720
SPB-15519,2019-05-01 15:02,2019-05-01 15:08,835,818,5,520
SPB-16570,2019-05-01 14:24,2019-05-01 15:08,1674,1640,43,8380
SPB-17921,2019-05-01 14:52,2019-05-01 15:08,723,1141,15,2640
SPB-10913,2019-05-01 15:02,2019-05-01 15:08,1259,1215,6,860
SPB-14483,2019-05-01 14:27,2019-05-01 15:08,2301,2301,40,2530
SPB-04598,2019-05-01 14:54,2019-05-01 15:08,590,540,14,2210
SPB-12975,2019-05-01 14:50,2019-05-01 15:08,158,161,17,1590
SPB-17031,2019-05-01 14:40,2019-05-01 15:08,3533,1231,27,4430
SPB-08025,2019-05-01 15:04,2019-05-01 15:08,1998,1998,3,50
SPB-18021,2019-05-01 14:46,2019-05-01 15:08,3533,1231,21,4340
SPB-19114,2019-05-01 14:26,2019-05-01 15:08,1616,1651,41,4780
SPB-10196,2019-05-01 14:44,2019-05-01 15:08,650,3517,24,4960
SPB-18811,2019-05-01 14:46,2019-05-01 15:08,3533,1231,21,4010
SPB-12041,2019-05-01 14:53,2019-05-01 15:08,109,102,14,1520
SPB-06010,2019-05-01 15:01,2019-05-01 15:08,919,939,6,1580
SPB-11115,2019-05-01 14:57,2019-05-01 15:08,128,115,10,1110
SPB-18773,2019-05-01 14:45,2019-05-01 15:08,3533,1231,22,4140
SPB-19987,2019-05-01 13:23,2019-05-01 15:08,207,1222,99,16780
SPB-19608,2019-05-01 14:03,2019-05-01 15:08,3533,593,58,6460
SPB-12897,2019-05-01 14:33,2019-05-01 15:08,1211,502,34,5190
SPB-05988,2019-05-01 14:24,2019-05-01 15:08,260,2220,44,9410
SPB-16047,2019-05-01 14:47,2019-05-01 15:08,393,329,20,2110
SPB-18124,2019-05-01 14:41,2019-05-01 15:08,3533,1231,27,4350
SPB-18815,2019-05-01 13:29,2019-05-01 15:08,146,1126,97,16990
SPB-19616,2019-05-01 13:24,2019-05-01 15:08,207,1222,104,69590
SPB-04968,2019-05-01 13:29,2019-05-01 15:08,2262,2262,99,2350
SPB-14743,2019-05-01 14:57,2019-05-01 15:08,2111,2178,10,1880
SPB-19615,2019-05-01 14:48,2019-05-01 15:08,2333,2324,19,46970
SPB-02884,2019-05-01 14:29,2019-05-01 15:08,415,907,39,3830
SPB-12763,2019-05-01 14:56,2019-05-01 15:08,1308,1354,11,1240
SPB-19393,2019-05-01 14:03,2019-05-01 15:08,2233,1244,61,12660
SPB-06964,2019-05-01 14:58,2019-05-01 15:08,1616,1669,10,1140
SPB-12647,2019-05-01 13:42,2019-05-01 15:08,3515,3515,82,3470
SPB-09235,2019-05-01 14:59,2019-05-01 15:08,128,115,8,2310
SPB-03520,2019-05-01 14:44,2019-05-01 15:08,2372,1220,23,3070
SPB-19665,2019-05-01 14:26,2019-05-01 15:08,1235,2315,41,4000
SPB-03330,2019-05-01 13:14,2019-05-01 15:08,2050,2002,113,12920
SPB-10846,2019-05-01 14:24,2019-05-01 15:08,3515,544,43,6290
SPB-19835,2019-05-01 13:13,2019-05-01 15:08,2050,2002,108,12710
SPB-10046,2019-05-01 15:01,2019-05-01 15:09,1210,1293,7,1400
SPB-13993,2019-05-01 14:57,2019-05-01 15:09,393,550,11,2670
SPB-15912,2019-05-01 13:35,2019-05-01 15:09,1601,1684,92,2570
SPB-17367,2019-05-01 14:38,2019-05-01 15:09,224,237,30,3880
SPB-14411,2019-05-01 15:00,2019-05-01 15:09,1210,1251,8,157650
SPB-14750,2019-05-01 15:01,2019-05-01 15:09,1029,1024,6,1110
SPB-16078,2019-05-01 14:12,2019-05-01 15:09,2503,2246,55,7430
SPB-08157,2019-05-01 15:02,2019-05-01 15:09,321,328,6,930
SPB-13044,2019-05-01 13:16,2019-05-01 15:09,2050,2002,102,12930
SPB-18539,2019-05-01 13:52,2019-05-01 15:09,3515,3515,76,3720
SPB-14855,2019-05-01 14:51,2019-05-01 15:09,757,709,17,1830
SPB-06228,2019-05-01 14:17,2019-05-01 15:09,1906,1906,51,9450
SPB-05795,2019-05-01 14:41,2019-05-01 15:09,660,361,27,2230
SPB-17477,2019-05-01 14:26,2019-05-01 15:09,1235,2315,42,4090
SPB-08642,2019-05-01 15:02,2019-05-01 15:09,1278,2620,6,980
SPB-12320,2019-05-01 13:59,2019-05-01 15:09,829,825,63,6570
SPB-04755,2019-05-01 14:33,2019-05-01 15:09,120,421,35,6490
SPB-02354,2019-05-01 14:30,2019-05-01 15:09,505,3502,38,4950
SPB-04962,2019-05-01 14:53,2019-05-01 15:09,757,709,15,1800
SPB-14770,2019-05-01 13:17,2019-05-01 15:09,2237,1455,111,23560
SPB-18876,2019-05-01 14:45,2019-05-01 15:09,593,502,23,1760
SPB-04595,2019-05-01 14:50,2019-05-01 15:09,1535,1501,18,2880
SPB-09464,2019-05-01 15:03,2019-05-01 15:09,3533,592,5,970
SPB-18201,2019-05-01 14:29,2019-05-01 15:09,415,907,39,3850
SPB-05333,2019-05-01 14:07,2019-05-01 15:09,3533,593,61,6900
SPB-02450,2019-05-01 14:52,2019-05-01 15:09,1251,1206,17,3290
SPB-19871,2019-05-01 14:23,2019-05-01 15:09,815,111,43,7370
SPB-19214,2019-05-01 14:28,2019-05-01 15:09,815,111,41,7440
SPB-03654,2019-05-01 15:05,2019-05-01 15:09,131,131,3,50
SPB-19367,2019-05-01 13:17,2019-05-01 15:09,2237,1455,108,22700
SPB-18560,2019-05-01 14:06,2019-05-01 15:09,2170,227,62,13440
SPB-17586,2019-05-01 14:51,2019-05-01 15:09,731,722,18,0
SPB-16986,2019-05-01 13:41,2019-05-01 15:09,1447,502,87,14260
SPB-18431,2019-05-01 14:15,2019-05-01 15:09,1906,1906,53,9550
SPB-08145,2019-05-01 15:06,2019-05-01 15:09,1244,1247,2,350
SPB-13979,2019-05-01 15:00,2019-05-01 15:09,2279,2505,8,1860
SPB-18153,2019-05-01 14:56,2019-05-01 15:09,1689,1630,12,1300
SPB-12764,2019-05-01 14:51,2019-05-01 15:09,144,207,17,2850
SPB-07682,2019-05-01 14:54,2019-05-01 15:09,207,222,13,1180
SPB-18065,2019-05-01 13:48,2019-05-01 15:09,835,378,80,8560
SPB-14131,2019-05-01 14:52,2019-05-01 15:09,310,351,16,2900
SPB-15325,2019-05-01 13:58,2019-05-01 15:09,829,825,70,7480
SPB-03985,2019-05-01 14:11,2019-05-01 15:09,625,502,58,9250
SPB-04607,2019-05-01 13:50,2019-05-01 15:09,447,123,79,18520
SPB-11566,2019-05-01 14:43,2019-05-01 15:09,583,342,26,5050
SPB-06899,2019-05-01 13:33,2019-05-01 15:09,1984,1984,96,1910
SPB-06747,2019-05-01 14:17,2019-05-01 15:09,207,829,51,4240
SPB-04253,2019-05-01 14:11,2019-05-01 15:09,625,502,57,9170
SPB-06654,2019-05-01 14:55,2019-05-01 15:09,104,114,13,1240
SPB-05470,2019-05-01 14:48,2019-05-01 15:09,362,329,20,3370
SPB-18812,2019-05-01 13:30,2019-05-01 15:09,2242,1278,94,14100
SPB-07174,2019-05-01 13:24,2019-05-01 15:09,2242,1278,104,14400
SPB-17804,2019-05-01 13:11,2019-05-01 15:09,102,183,117,2960
SPB-15282,2019-05-01 14:58,2019-05-01 15:09,3533,502,10,900
SPB-01132,2019-05-01 14:56,2019-05-01 15:09,500,513,12,2870
SPB-16552,2019-05-01 14:13,2019-05-01 15:09,2102,2102,56,9990
SPB-18502,2019-05-01 14:16,2019-05-01 15:09,207,829,53,4260
SPB-14524,2019-05-01 14:59,2019-05-01 15:09,207,223,10,1930
SPB-12517,2019-05-01 13:29,2019-05-01 15:09,200,739,92,9330
SPB-06763,2019-05-01 14:56,2019-05-01 15:09,207,222,13,1360
SPB-05787,2019-05-01 12:15,2019-05-01 15:09,1248,2621,173,8080
SPB-14222,2019-05-01 14:12,2019-05-01 15:09,1355,1355,57,5940
SPB-12905,2019-05-01 15:01,2019-05-01 15:09,141,150,8,1390
SPB-19903,2019-05-01 13:13,2019-05-01 15:09,2116,260,109,17030
SPB-07137,2019-05-01 15:05,2019-05-01 15:09,520,3530,4,800
SPB-03922,2019-05-01 15:06,2019-05-01 15:09,907,907,2,0
SPB-08504,2019-05-01 14:54,2019-05-01 15:09,2009,2177,14,1810
SPB-01806,2019-05-01 13:14,2019-05-01 15:09,2116,260,114,19720
SPB-05091,2019-05-01 14:45,2019-05-01 15:09,592,592,24,2550
SPB-14731,2019-05-01 13:33,2019-05-01 15:09,1204,1231,95,10240
SPB-18687,2019-05-01 13:36,2019-05-01 15:09,249,1192,90,14470
SPB-18691,2019-05-01 14:49,2019-05-01 15:09,1130,740,19,1490
SPB-06394,2019-05-01 15:00,2019-05-01 15:10,2506,2227,9,0
SPB-19832,2019-05-01 14:44,2019-05-01 15:10,1210,1212,24,2180
SPB-09769,2019-05-01 13:24,2019-05-01 15:10,2050,2002,102,12110
SPB-18456,2019-05-01 13:10,2019-05-01 15:10,1047,1047,119,5090
SPB-00940,2019-05-01 15:08,2019-05-01 15:10,3533,501,1,270
SPB-11790,2019-05-01 13:34,2019-05-01 15:10,249,1192,96,13150
SPB-08053,2019-05-01 14:16,2019-05-01 15:10,1449,3511,50,9630
SPB-11324,2019-05-01 14:39,2019-05-01 15:10,2178,2169,0,2960
SPB-12070,2019-05-01 13:22,2019-05-01 15:10,1047,1047,104,5070
SPB-13565,2019-05-01 14:07,2019-05-01 15:10,341,355,61,1470
SPB-18939,2019-05-01 14:39,2019-05-01 15:10,2178,2169,29,3390
SPB-13355,2019-05-01 14:48,2019-05-01 15:10,264,240,21,1450
SPB-16478,2019-05-01 15:03,2019-05-01 15:10,106,103,6,0
SPB-13729,2019-05-01 14:51,2019-05-01 15:10,2176,2183,18,3450
SPB-09339,2019-05-01 14:54,2019-05-01 15:10,1009,1061,14,1560
SPB-02050,2019-05-01 15:00,2019-05-01 15:10,2153,2102,9,1110
SPB-10699,2019-05-01 15:02,2019-05-01 15:10,500,3533,7,950
SPB-15502,2019-05-01 15:06,2019-05-01 15:10,328,335,3,360
SPB-18579,2019-05-01 14:14,2019-05-01 15:10,600,3511,56,10340
SPB-02103,2019-05-01 14:53,2019-05-01 15:10,3522,529,16,1790
SPB-10363,2019-05-01 14:56,2019-05-01 15:10,140,113,12,1760
SPB-09301,2019-05-01 14:54,2019-05-01 15:10,1009,1050,15,2320
SPB-05396,2019-05-01 14:47,2019-05-01 15:10,1403,661,22,3360
SPB-09457,2019-05-01 14:19,2019-05-01 15:10,565,565,51,7660
SPB-17073,2019-05-01 14:54,2019-05-01 15:10,433,390,15,1780
SPB-15191,2019-05-01 12:00,2019-05-01 15:10,1268,2621,189,7600
SPB-16464,2019-05-01 14:12,2019-05-01 15:10,152,152,57,9170
SPB-05673,2019-05-01 14:21,2019-05-01 15:10,152,195,48,4640
SPB-03992,2019-05-01 14:53,2019-05-01 15:10,433,390,16,1740
SPB-16624,2019-05-01 14:18,2019-05-01 15:10,1827,1827,51,8780
SPB-05628,2019-05-01 14:11,2019-05-01 15:10,1268,1296,58,4060
SPB-17968,2019-05-01 14:28,2019-05-01 15:10,2159,2107,41,5090
SPB-18087,2019-05-01 14:46,2019-05-01 15:10,1295,515,23,83620
SPB-10863,2019-05-01 14:25,2019-05-01 15:10,228,2135,43,8870
SPB-08792,2019-05-01 15:05,2019-05-01 15:10,2206,2501,5,800
SPB-16959,2019-05-01 14:16,2019-05-01 15:10,2159,2107,53,5310
SPB-16745,2019-05-01 15:05,2019-05-01 15:10,223,221,4,680
SPB-13766,2019-05-01 14:12,2019-05-01 15:10,449,181,57,15050
SPB-17664,2019-05-01 14:15,2019-05-01 15:10,349,351,54,1410
SPB-08325,2019-05-01 14:49,2019-05-01 15:10,1503,1339,19,3380
SPB-02172,2019-05-01 13:32,2019-05-01 15:10,1204,1231,97,10120
SPB-02311,2019-05-01 14:35,2019-05-01 15:10,203,106,34,5260
SPB-07151,2019-05-01 15:00,2019-05-01 15:10,1941,1993,10,1100
SPB-18915,2019-05-01 15:00,2019-05-01 15:10,1135,1118,10,52680
SPB-17857,2019-05-01 13:35,2019-05-01 15:10,512,512,94,15370
SPB-19442,2019-05-01 14:10,2019-05-01 15:10,234,234,59,6850
SPB-00661,2019-05-01 14:07,2019-05-01 15:10,108,103,62,1320
SPB-14286,2019-05-01 13:45,2019-05-01 15:10,1210,1201,84,6560
SPB-13173,2019-05-01 14:33,2019-05-01 15:10,203,106,35,4500
SPB-15738,2019-05-01 14:54,2019-05-01 15:10,1157,1129,16,1510
SPB-14154,2019-05-01 14:56,2019-05-01 15:10,660,631,14,2010
SPB-12755,2019-05-01 13:38,2019-05-01 15:10,509,502,89,7430
SPB-10092,2019-05-01 15:03,2019-05-01 15:10,428,428,6,620
SPB-04834,2019-05-01 13:11,2019-05-01 15:10,3515,3515,119,11200
SPB-08719,2019-05-01 15:07,2019-05-01 15:10,1003,1001,2,270
SPB-13430,2019-05-01 15:02,2019-05-01 15:10,648,643,7,1470
SPB-16990,2019-05-01 15:06,2019-05-01 15:10,591,500,4,790
SPB-02313,2019-05-01 12:02,2019-05-01 15:10,1268,2621,187,7640
SPB-06014,2019-05-01 14:55,2019-05-01 15:10,660,631,14,1970
SPB-19394,2019-05-01 13:08,2019-05-01 15:10,1610,1611,119,7140
SPB-06554,2019-05-01 13:36,2019-05-01 15:10,1924,1824,93,13900
SPB-08781,2019-05-01 14:47,2019-05-01 15:10,628,634,22,2500
SPB-14232,2019-05-01 14:50,2019-05-01 15:10,363,1362,19,1330
SPB-11729,2019-05-01 13:37,2019-05-01 15:10,512,512,92,13380
SPB-07469,2019-05-01 14:24,2019-05-01 15:10,1110,1110,45,5870
SPB-04126,2019-05-01 15:06,2019-05-01 15:10,521,525,4,740
SPB-19676,2019-05-01 13:45,2019-05-01 15:10,1955,1824,83,13100
SPB-13402,2019-05-01 15:07,2019-05-01 15:10,1616,1650,3,750
SPB-13642,2019-05-01 15:02,2019-05-01 15:10,1171,1118,7,1400
SPB-12700,2019-05-01 14:18,2019-05-01 15:10,914,914,47,7010
SPB-19219,2019-05-01 14:58,2019-05-01 15:11,812,838,11,1460
SPB-03698,2019-05-01 14:55,2019-05-01 15:11,283,272,15,2630
SPB-06864,2019-05-01 14:57,2019-05-01 15:11,1674,1653,13,1370
SPB-02877,2019-05-01 14:21,2019-05-01 15:11,372,819,48,6680
SPB-09592,2019-05-01 13:46,2019-05-01 15:11,1210,1201,79,6520
SPB-02715,2019-05-01 14:49,2019-05-01 15:11,342,309,20,4250
SPB-02165,2019-05-01 14:14,2019-05-01 15:11,152,152,56,9190
SPB-13076,2019-05-01 14:57,2019-05-01 15:11,348,312,13,61300
SPB-17691,2019-05-01 14:58,2019-05-01 15:11,812,838,12,1460
SPB-05071,2019-05-01 14:29,2019-05-01 15:11,1603,1358,41,5150
SPB-17528,2019-05-01 14:50,2019-05-01 15:11,2247,2244,19,2920
SPB-17293,2019-05-01 14:53,2019-05-01 15:11,1407,1616,17,180590
SPB-18105,2019-05-01 13:17,2019-05-01 15:11,926,409,112,9060
SPB-09376,2019-05-01 15:05,2019-05-01 15:11,1257,2615,5,610
SPB-06222,2019-05-01 14:43,2019-05-01 15:11,1833,1984,27,4120
SPB-09944,2019-05-01 13:15,2019-05-01 15:11,643,1430,110,17250
SPB-05853,2019-05-01 15:00,2019-05-01 15:11,1103,1149,9,1730
SPB-01860,2019-05-01 14:18,2019-05-01 15:11,3533,573,52,3590
SPB-02680,2019-05-01 15:01,2019-05-01 15:11,746,756,9,1240
SPB-02723,2019-05-01 14:28,2019-05-01 15:11,2340,2340,42,5860
SPB-19452,2019-05-01 13:43,2019-05-01 15:11,457,457,84,2910
SPB-16214,2019-05-01 14:17,2019-05-01 15:11,198,300,53,4140
SPB-07218,2019-05-01 14:16,2019-05-01 15:11,3529,3533,54,4850
SPB-10425,2019-05-01 14:48,2019-05-01 15:11,593,502,22,1500
SPB-14172,2019-05-01 14:35,2019-05-01 15:11,182,182,35,7070
SPB-17902,2019-05-01 14:30,2019-05-01 15:11,2377,2508,39,9000
SPB-08892,2019-05-01 14:44,2019-05-01 15:11,283,147,26,4890
SPB-02635,2019-05-01 15:03,2019-05-01 15:11,623,657,7,1190
SPB-07049,2019-05-01 14:46,2019-05-01 15:11,2113,1822,24,3920
SPB-04405,2019-05-01 14:50,2019-05-01 15:11,592,592,20,1050
SPB-16180,2019-05-01 13:39,2019-05-01 15:11,509,502,91,9440
SPB-16432,2019-05-01 14:14,2019-05-01 15:11,3529,3533,56,4850
SPB-15390,2019-05-01 14:26,2019-05-01 15:11,2342,1019,44,10310
SPB-14236,2019-05-01 14:38,2019-05-01 15:11,207,284,32,5800
SPB-05412,2019-05-01 15:06,2019-05-01 15:11,731,747,4,710
SPB-17712,2019-05-01 14:17,2019-05-01 15:11,1165,1112,53,650
SPB-06157,2019-05-01 14:59,2019-05-01 15:11,159,173,11,2300
SPB-17202,2019-05-01 14:33,2019-05-01 15:11,1641,1640,37,1960
SPB-06386,2019-05-01 14:38,2019-05-01 15:11,293,2007,32,4000
SPB-04944,2019-05-01 14:53,2019-05-01 15:11,2220,2385,17,4410
SPB-10607,2019-05-01 14:42,2019-05-01 15:11,1327,1366,28,1220
SPB-08330,2019-05-01 14:53,2019-05-01 15:11,844,224,17,2860
SPB-08235,2019-05-01 14:46,2019-05-01 15:11,1211,1212,25,2070
SPB-16645,2019-05-01 13:20,2019-05-01 15:11,2619,2619,110,3440
SPB-06994,2019-05-01 14:49,2019-05-01 15:11,706,722,21,1230
SPB-13682,2019-05-01 15:05,2019-05-01 15:11,571,3518,5,1070
SPB-01310,2019-05-01 14:52,2019-05-01 15:11,419,165,18,2920
SPB-17252,2019-05-01 14:50,2019-05-01 15:11,913,961,20,1650
SPB-16437,2019-05-01 14:23,2019-05-01 15:11,212,223,48,5170
SPB-00507,2019-05-01 14:19,2019-05-01 15:11,1148,1969,51,7100
SPB-03659,2019-05-01 14:18,2019-05-01 15:11,212,249,53,3780
SPB-09657,2019-05-01 14:15,2019-05-01 15:11,3533,573,55,3510
SPB-16840,2019-05-01 14:15,2019-05-01 15:11,2222,2307,56,11810
SPB-17176,2019-05-01 15:09,2019-05-01 15:11,2119,2171,2,410
SPB-04687,2019-05-01 14:17,2019-05-01 15:11,1640,643,54,7780
SPB-19637,2019-05-01 14:55,2019-05-01 15:11,1548,1548,15,820
SPB-01201,2019-05-01 15:06,2019-05-01 15:11,1961,278,5,520
SPB-11468,2019-05-01 14:59,2019-05-01 15:11,1536,1532,11,1610
SPB-01370,2019-05-01 14:50,2019-05-01 15:11,826,838,21,1480
SPB-13675,2019-05-01 14:48,2019-05-01 15:11,511,582,22,1740
SPB-13848,2019-05-01 14:48,2019-05-01 15:11,359,461,23,2700
SPB-07896,2019-05-01 14:41,2019-05-01 15:11,712,723,30,3790
SPB-03583,2019-05-01 15:05,2019-05-01 15:11,378,530,5,1500
SPB-13554,2019-05-01 13:27,2019-05-01 15:11,2205,2205,103,3100
SPB-07355,2019-05-01 14:20,2019-05-01 15:11,212,249,48,3680
SPB-13383,2019-05-01 14:52,2019-05-01 15:11,2274,2407,18,3780
SPB-00722,2019-05-01 15:03,2019-05-01 15:11,949,949,7,730
SPB-06711,2019-05-01 14:46,2019-05-01 15:11,1211,1212,25,2080
SPB-01976,2019-05-01 14:26,2019-05-01 15:11,1720,1728,45,10930
SPB-02190,2019-05-01 14:21,2019-05-01 15:11,342,461,49,3770
SPB-16205,2019-05-01 14:59,2019-05-01 15:11,1162,1124,12,2160
SPB-03091,2019-05-01 14:40,2019-05-01 15:11,712,723,30,4580
SPB-05241,2019-05-01 14:19,2019-05-01 15:11,212,249,51,3840
SPB-19373,2019-05-01 15:02,2019-05-01 15:11,573,573,8,110
SPB-12701,2019-05-01 15:02,2019-05-01 15:11,601,568,9,2030
SPB-19725,2019-05-01 15:00,2019-05-01 15:11,931,951,10,1710
SPB-05580,2019-05-01 14:55,2019-05-01 15:11,1985,1961,16,1600
SPB-11241,2019-05-01 15:02,2019-05-01 15:11,593,592,9,2570
SPB-07064,2019-05-01 14:42,2019-05-01 15:12,1196,1126,29,2740
SPB-13398,2019-05-01 14:59,2019-05-01 15:12,131,419,12,2530
SPB-08400,2019-05-01 15:01,2019-05-01 15:12,173,312,10,1410
SPB-13873,2019-05-01 15:08,2019-05-01 15:12,3533,3504,3,670
SPB-17056,2019-05-01 14:26,2019-05-01 15:12,379,2058,44,7110
SPB-14191,2019-05-01 15:04,2019-05-01 15:12,2380,2348,7,1160
SPB-15846,2019-05-01 14:28,2019-05-01 15:12,212,223,42,5000
SPB-14563,2019-05-01 15:04,2019-05-01 15:12,307,316,6,940
SPB-14827,2019-05-01 14:34,2019-05-01 15:12,1244,1210,37,4660
SPB-15645,2019-05-01 14:34,2019-05-01 15:12,1244,1210,37,4760
SPB-06197,2019-05-01 15:03,2019-05-01 15:12,2153,2102,8,1030
SPB-16441,2019-05-01 15:04,2019-05-01 15:12,2153,2102,7,1050
SPB-00648,2019-05-01 14:36,2019-05-01 15:12,263,1833,35,8560
SPB-06861,2019-05-01 15:07,2019-05-01 15:12,1124,1124,4,10
SPB-08332,2019-05-01 15:06,2019-05-01 15:12,3533,592,5,37700
SPB-05322,2019-05-01 15:04,2019-05-01 15:12,387,346,7,910
SPB-18658,2019-05-01 14:56,2019-05-01 15:12,3534,3520,15,2100
SPB-14203,2019-05-01 13:39,2019-05-01 15:12,1452,577,92,18310
SPB-03097,2019-05-01 14:57,2019-05-01 15:12,1846,1846,14,2040
SPB-01746,2019-05-01 14:51,2019-05-01 15:12,568,568,20,0
SPB-07261,2019-05-01 15:06,2019-05-01 15:12,1961,278,5,660
SPB-13874,2019-05-01 14:59,2019-05-01 15:12,125,140,12,1660
SPB-05819,2019-05-01 14:51,2019-05-01 15:12,826,838,20,1520
SPB-10083,2019-05-01 15:01,2019-05-01 15:12,1625,1683,10,1730
SPB-03984,2019-05-01 14:38,2019-05-01 15:12,2032,2231,33,4510
SPB-16144,2019-05-01 15:00,2019-05-01 15:12,1985,1961,11,1630
SPB-12513,2019-05-01 14:54,2019-05-01 15:12,262,255,17,2060
SPB-01926,2019-05-01 14:41,2019-05-01 15:12,845,822,30,2830
SPB-18255,2019-05-01 14:25,2019-05-01 15:12,1719,1732,46,9960
SPB-09828,2019-05-01 13:51,2019-05-01 15:12,2404,2404,77,9900
SPB-07092,2019-05-01 14:59,2019-05-01 15:12,182,427,12,3080
SPB-11399,2019-05-01 13:37,2019-05-01 15:12,1452,577,94,16850
SPB-09429,2019-05-01 14:26,2019-05-01 15:12,1656,1666,45,5000
SPB-16632,2019-05-01 14:52,2019-05-01 15:12,2309,2371,19,1510
SPB-17042,2019-05-01 14:51,2019-05-01 15:12,1957,1957,21,2030
SPB-09763,2019-05-01 14:27,2019-05-01 15:12,2129,2130,43,2240
SPB-14373,2019-05-01 14:47,2019-05-01 15:12,2276,2270,25,0
SPB-15040,2019-05-01 14:46,2019-05-01 15:12,1196,1126,25,2630
SPB-12959,2019-05-01 13:49,2019-05-01 15:12,650,650,81,6120
SPB-02638,2019-05-01 14:19,2019-05-01 15:12,1173,422,53,6830
SPB-05675,2019-05-01 14:54,2019-05-01 15:12,3518,502,17,3220
SPB-19108,2019-05-01 15:07,2019-05-01 15:12,3523,590,5,890
SPB-04673,2019-05-01 15:01,2019-05-01 15:12,454,453,11,1420
SPB-16821,2019-05-01 14:36,2019-05-01 15:12,2102,2112,34,3370
SPB-02623,2019-05-01 14:18,2019-05-01 15:12,1173,422,54,6850
SPB-13201,2019-05-01 14:41,2019-05-01 15:12,207,2058,28,3960
SPB-09948,2019-05-01 14:26,2019-05-01 15:12,1656,1666,44,4880
SPB-10411,2019-05-01 14:32,2019-05-01 15:12,348,347,39,5500
SPB-12746,2019-05-01 14:29,2019-05-01 15:12,2387,2387,41,4410
SPB-09003,2019-05-01 14:20,2019-05-01 15:12,502,502,49,4510
SPB-18789,2019-05-01 14:27,2019-05-01 15:12,1503,1539,44,4160
SPB-13803,2019-05-01 15:06,2019-05-01 15:12,3523,590,5,1070
SPB-00890,2019-05-01 14:44,2019-05-01 15:12,2264,2002,28,5900
SPB-03644,2019-05-01 15:09,2019-05-01 15:12,308,300,2,520
SPB-02656,2019-05-01 15:04,2019-05-01 15:12,1296,1232,8,1050
SPB-17783,2019-05-01 14:58,2019-05-01 15:12,122,130,14,1710
SPB-09260,2019-05-01 14:23,2019-05-01 15:12,210,2058,48,4820
SPB-11782,2019-05-01 13:52,2019-05-01 15:12,650,650,75,6200
SPB-15348,2019-05-01 13:32,2019-05-01 15:12,1167,1167,100,8630
SPB-07331,2019-05-01 14:48,2019-05-01 15:12,1686,1611,23,55610
SPB-12444,2019-05-01 14:16,2019-05-01 15:12,1640,643,54,7290
SPB-18558,2019-05-01 14:53,2019-05-01 15:12,1243,2376,18,2810
SPB-11454,2019-05-01 13:18,2019-05-01 15:12,324,387,110,7150
SPB-04367,2019-05-01 15:01,2019-05-01 15:12,1362,1363,11,1330
SPB-05232,2019-05-01 14:50,2019-05-01 15:12,1187,1112,22,0
SPB-07884,2019-05-01 14:43,2019-05-01 15:12,2264,2002,28,5150
SPB-04602,2019-05-01 15:01,2019-05-01 15:12,2608,2613,11,2110
SPB-09784,2019-05-01 14:33,2019-05-01 15:12,453,358,39,2010
SPB-04331,2019-05-01 14:54,2019-05-01 15:12,1158,1158,18,310
SPB-09997,2019-05-01 13:45,2019-05-01 15:12,650,650,84,6220
SPB-07189,2019-05-01 15:03,2019-05-01 15:13,1296,1232,8,1020
SPB-02636,2019-05-01 13:21,2019-05-01 15:13,3515,3515,111,11100
SPB-09227,2019-05-01 14:23,2019-05-01 15:13,835,259,48,5740
SPB-03137,2019-05-01 15:02,2019-05-01 15:13,501,588,10,820
SPB-06029,2019-05-01 13:59,2019-05-01 15:13,1952,1925,72,14800
SPB-04106,2019-05-01 14:53,2019-05-01 15:13,338,358,19,0
SPB-12549,2019-05-01 14:52,2019-05-01 15:13,1024,1022,20,1550
SPB-04375,2019-05-01 13:31,2019-05-01 15:13,1167,1167,101,8680
SPB-05839,2019-05-01 14:50,2019-05-01 15:13,1187,1112,22,2600
SPB-02474,2019-05-01 15:05,2019-05-01 15:13,359,339,7,600
SPB-17864,2019-05-01 13:44,2019-05-01 15:13,2219,2219,87,10140
SPB-04175,2019-05-01 14:35,2019-05-01 15:13,1130,1125,37,1640
SPB-10583,2019-05-01 13:29,2019-05-01 15:13,2220,2220,103,5710
SPB-04058,2019-05-01 15:02,2019-05-01 15:13,1449,1402,10,1770
SPB-12708,2019-05-01 15:06,2019-05-01 15:13,2306,2364,6,1080
SPB-05126,2019-05-01 15:05,2019-05-01 15:13,359,339,7,590
SPB-07583,2019-05-01 13:58,2019-05-01 15:13,113,154,75,13300
SPB-03303,2019-05-01 13:51,2019-05-01 15:13,2219,2219,81,10160
SPB-07880,2019-05-01 14:01,2019-05-01 15:13,1661,1668,70,17620
SPB-13237,2019-05-01 14:55,2019-05-01 15:13,1172,1172,17,2300
SPB-06629,2019-05-01 14:11,2019-05-01 15:13,1925,1925,61,3280
SPB-07591,2019-05-01 13:47,2019-05-01 15:13,280,280,83,7690
SPB-04276,2019-05-01 14:10,2019-05-01 15:13,1925,1925,62,4370
SPB-07914,2019-05-01 14:49,2019-05-01 15:13,1996,1824,22,3980
SPB-07323,2019-05-01 14:34,2019-05-01 15:13,1603,1603,38,7950
SPB-06716,2019-05-01 15:06,2019-05-01 15:13,3522,631,6,1270
SPB-17179,2019-05-01 15:10,2019-05-01 15:13,2034,2034,2,0
SPB-14275,2019-05-01 14:59,2019-05-01 15:13,2603,2606,13,1800
SPB-19306,2019-05-01 14:19,2019-05-01 15:13,502,502,50,5090
